text,labels
"At the beginning, I would imagine she feels a strong bond with her father. She cycles along with him very well, indicating the father probably encouraged her to excel in cycling. She loves being around him, as we can see when she bounces around him after she parks her bike. I would imagine she would feel a lot of joy as the father held her and threw her up in the air, and a great confusion when he sets off on the boat. She is very expectant he'll return, as we can see by her bouncing around in anticipation shortly after he leaves, and the enthusiasm with which she pedals up the hill the second time. However, she also probably feels a great deal of doubt after the father rows off, and she cycles home shortly after. These doubts are confirmed when she comes back the next day, hoping to find him, but realising he isn't there. I'd imagine at the finale she feels very alone and confused, but accepting of the fact her father isn't with her.","[11, 3, 0, 0, 0, 0]"
"I think she was initially happy and content while being in the company of her father. As the father leaves, she becomes nervous, as she is now alone. She is worried for her father is he does not return. She feels disappointed when she constantly returns in the hope that he will be there. She feels lonely by herself.","[7, 0, 0, 0, 0, 0]"
"As her father gets into the boat the girl must be a little confused . At first she edges closer to the boat , as though she might have thought that she is coming with the father. She understands , that in fact she is not leaving with the father and patiently stands on the hill . As the boat with her father moves further away , she feels panicked , as she runs from left to right , trying to get a better view of her father. The girl cycles home on her own , feeling lonely . When she cycles back to the very same place , at which her father left , she seems hopeful , she lets her bike fall to the ground carelessly, in apprehension . However , she seems disappointed after a while , upon realising that her father has not come back . This is repeated a few times , the emotion of the girl develops from confusion , to panic , to hopefullness and also sadness.","[11, 3, 1, 0, 0, 0]"
if i were in her situation i would feel lost that he is gone and alone. i would feel empty as he is the closest thing she seems to have. it would be hard watching my dad leave. ,"[3, 0, 0, 0, 0, 0]"
"When they're cycling together she anticipates saying goodbye and seems excited because maybe she thinks she is going with him. The father tells her he'll be back some day and to watch out for him so while she is sad, she is looking forward to how soon that will be because she watches him leave and doesn't try to follow. She also doesn't leave the river until he is out of view. She cycles back everyday and is always disappointed, sad and even lonely because her father has abandoned her.","[6, 2, 0, 0, 0, 0]"
I think at the beginning the daughter us happy she appears to enjoy riding the bike alongside her father. There appears to be comraderie between the two and both exchange glances of satisfaction after ascending the steep hill. I feel the daughter isn't fully aware of the sutuation. She obviously lives her father and when he embraces her she returns the gesture of affection. Perhaps at this stage age is starting to think that something is amiss as her father surveys the rowing boat. When he gets into the boat the daughter look sad the camera zooms in on her melancholic face.,"[6, 3, 0, 2, 0, 0]"
"The music plays a big role in portraying the emotions of the female character. At fist she is happy because she is riding her bike beside her father, she then presumably becomes confused as he gets her to stop by a tree. The music becomes softer and slower indicating that she is sad. When her father leaves she is distressed running along the shore. She appears determined to wait for her father but then must become disheartened as he does not return. When she goes back the next morning she must feel hopeful that he is back, but evidently feel disappointed and maybe betrayed that he hasn't returned. ","[8, 1, 1, 0, 0, 0]"
"The girl likely felt sad saying goodbye, it seemed like a difficult goodbye because the man turned back again. She didn't go after him though which indicates she maybe wasn't as upset as the man. I find it hard to imagine what the girl was thinking, she seemed not to be overly anxious about the events. Again, her intentions aren't clear to me. She may expect to see the man again soon because the bike was left there. ","[3, 2, 1, 1, 0, 0]"
"I would feel excited and happy to spend quality time with my father. I would be confused as to why we stopped as it is an unusual thing to do. I would worry about his distant attitude but reassured by the affection shown shortly after. I would watch in confusion as he looks at the boat and returns to me to give me a hug. The confusion woukd continue as he sails away without reason. I would wonder what he is doing and if he woukd return. I would panic and pace back and forth calling out for him to return. I would be very distressed. Then i would accept that he would eventually return, he has to. So i go home and when he has yet to come back i would cycle back to where i last saw him. I would feel confused, upset and abandonned. Iwould wonder if something bad had happened and perhaps if i had done something wrong.","[12, 3, 0, 2, 0, 2]"
"She probably felt confused as to why her and her father were going on this biking trip in the first place. Presumably she was innocent of the true nature of the journey. She would have felt happy that she was spending time with her father, that they were having a pleasant cycle together. But maybe she had some inkling of where they were going, as she didn't seem to be very surprised at her father leaving. Maybe she knew why, but was just trying to enjoy her last moments with him. She is clearly very sad as she watches her father leave. She probably wondered why he had to leave, and whether or not there was some way he could stay. She doesn't want to let him go, but seems to know it's necessary.","[6, 5, 1, 0, 0, 0]"
"She seemed sad, lonely and confused.","[3, 0, 0, 0, 0, 0]"
"I think she was very upset and felt lonely as she returns to see if the father has come back each day. There is a close up of her face where she looks very sad when she looks across the ocean, hoping she'll see him. I think she feels let down by her father as when she sees that his bike is still there she sadly gets back onto her bike to return home again. I think she knows that he won't return. She obviously loved her father because when he leaves she embraces him and when he sails away she restlessly runs along the shoreline as her father fades into the distance. She wants to be with him.","[8, 1, 2, 0, 0, 0]"
"I believe that in the way to the boat the girl is happy because she is going with his father to his work (I presume that the boat must have something to do work). / I think she fells motivated for staying with his father a little more time and also cycling together through the fields. / When she arrives in the slope, near the boat I think she feels sad because she must be away from his father. / When his father get her in his arms and hugs she must have felt extremaly happy! / And a mixture of happy and sadness when she sees the boat away. /  / Later when it is dusk, going to the twin trees to see if his father back I think that the motivation is the ""want"" to see her father again. She must have done it before. / I think she is anxious and a little sad after she realizes that he isn't coming back today!","[8, 1, 3, 0, 0, 0]"
"She looks up to her father a lot and wants to be close to him. She parks her bike closer to his. She seeems happy and is having fun. She hugs her father several times. When her father leaves she seems to think he will return shortly. When he doesnt, i think she gives up but leaves her bike there incase he returns. In the future she remains alone, and cycles back to the same spot her father left her and where his bike is left. I think she still has hope he will return one day as she has left the bike there for all this time. She still remains hopeful / ","[6, 1, 0, 0, 0, 0]"
"The little girl doesn't want her father to leave. She's eager to keep him in her eyesight for as long as possible as he sails off into the distance. She obviously thinks that he'll return, or at least hopes so as she goes back to the hill with the trees to see if he's coming back to her, but he isn't, this seems to make her upset and a little confused as to why her left her.","[5, 1, 1, 0, 0, 0]"
"At the beginning when the two ride bikes together the girl appears to feel a great deal of happiness. They seem to enjoy each others company. I imagine she feels sad when he leaves. Also, she might feel anxious due to not knowing when he might come back. When she returns to check if he has come back she may feel disappointed to discover that he hasn't / I imagine she is thinking about how long he will be gone for, what sort of experiences he will have whilst he's away, and how his absence will affect her or her family's life while he's gone. I think she intends to support her father, hence her joining him on the bike ride. I also think she intends to return to the spot where he left frequently in case he returns.  . ","[5, 2, 3, 1, 0, 0]"
"At the beginning of the story I didn't believe my father was going to leave me. I thought I was going on an adventure with him, so I was obviously happy and excited. These feelings remained the same until I realised that I was about to be left alone. I gave him a loving embrace, then knowing that he was planning to sail away. I was very upset with this as I carried on looking into the horizon, searching for my father. I decided to come back the next day with the slightest bit of hope that he had returned but was left devastated and disappointed with his absence.","[8, 5, 0, 0, 1, 0]"
"Initially the daughter appeared happy to be with her father. She had a strong bond with her father and loved him very much. When he left she was very sad, but appeared to have hope that he would return. I expect she thought about her father a lot, probably idolised him and missed him very much. She was disappointed that he did not return. ","[8, 1, 0, 0, 0, 0]"
"I would say towards the beginning of the film, she may have felt content with her father. She may have felt loved, welcomed and cared for. I would assume she enjoyed spending lots of time with her father. She may have felt confused as to why her father left her, and maybe upset, distressed, and possibly traumatised by him leaving. ","[7, 0, 0, 1, 0, 0]"
"It is evident that she is happy at the beginning of the short clip as she spends time cycling through the countryside with her father and then the sadness she feels as he kisses her goodbye and boards the boat that takes him off out to sea. We see her face up close that confirms the sadness she is feeling and her frantically run up and down the stretch of shore to catch the final glimpses of him as he brings to fade away in the distance, we then see her leave and come back at another time, once again looking out over the ocean to see if she can spot her father but to no avail and another close up shows her grief and sadness that he still has not returned ","[5, 0, 2, 0, 0, 0]"
"The daughter shows a clear sense of lonliness and fear in this movie. At first, she stands in silence and watches her father as he approaches the boat. When he runs back to hug her one last time, she is heart broken, and when she is left alone by the water side, with nothing but her own little bike and her fathers abandoned bike, she is devastated. However, she remains hopeful until the second time she returns, hoping that her father will have returned. When she sees that he has not, she is overwhelmed with sadness once more, and cycles away, feeling lonely and abandoned.","[9, 0, 0, 0, 0, 0]"
"She feels expectant, maybe impatient. ","[1, 1, 0, 0, 0, 0]"
"She seems happy to be cycling with her father, though slightly struggling to keep up. She doesn't seem surprised that he leaves. She is very happy that she is hugging him, but sad that he is leaving. She watches  him sail off with trepidation. She returns to the coast with hope of seeing him again. ","[6, 0, 0, 0, 0, 0]"
"At first, the child is excited to be spending the day with her father. / She does not sense that her father is not in his usual state or does not realise he is sad.  / Father gets off his bike and the she follows.  / She does not know why but does not question it either. / She is excited and enjoys it when her father lifts her and hugs her. / She then starts to sense that something is not right. / As her father walks down the slope, she does not feel comfortable about it but does not stop him because she knows that adults are 'right' and that he must know what he is doing.  / she watches her father sail away still at first then becomes impatient for him to come back. / She cycles home after waiting then comes back to the same spot excited to see her father there, as suggested by the music, only to be disappointed not to see him there.  ","[7, 5, 0, 1, 1, 0]"
She was at first very joyful and enjoying the company of her father in a carefree setting.She then seemed very down and sad once he left her in the boat.,"[4, 0, 0, 0, 0, 0]"
She feels a close bond to her father. She doesn't want to see him leave. She even returns later in the story to the place her father last saw her to see has he returned. She could possibly feel lonely and lost without him. The two characters seemed to share a lot of love as was clear from their parting embrace.,"[5, 0, 1, 1, 0, 0]"
"She enjoys the cycle with her father but it is bittersweet as she knows he will leave. She feels love and sadness when her father leaves. She is hopeful that he will return, though she realises that it is unlikely. Nonetheless she returns to the place of departure in anticipation of his return, saddened that he has not returned but ever optimistic that he might some day","[7, 3, 0, 0, 0, 0]"
The little girl thought that she was going on a cycle with her father down to the ocean. She was happy to be going cycling with him. However she became confused when they arrived at a boat dock. She looked sad when he left to walk down to the boat was was happy when he came back up and hugged her. She then looked upset and confused when he left to row out to sea and looked lonely when cycling home alone. The next day she looked excited and anxious to see if her father had returned but on seeing his bike still there and nobody around she once again looked unhappy and lonely returning home.,"[11, 1, 1, 0, 0, 2]"
"At the beginning, its a happy scene, as she chats anomatedly with her father as they cycle along. There's excitement in her movements. Perhaps she doesn't know that her father is going away, or she hopes to persuade him to stay. When he leaves, we see that she is upset, and her body language as she moves back to pick up her bike. She cycles sadly away.  /  / Later she is excited and cycles back, hopeful that she'll see her father again and the day of worry is over. She leaps off her bike and races up and down, desperately seeking any sign of her father. Finally, it sinks in that he isn't coming back, and the disappointment and sadness becomes apparent in her body language again, as she walks dejectedly back and cycles sadly away.","[12, 1, 0, 0, 0, 0]"
"She is comfortable with her father at the start but perhaps dreading what she knows is coming. She feels love and affection for the man as they embrace as goodbye. She feels deserted and lonely when the man leaves. She feels alone as she cycles home. At the end she is hopeful for a brief while , but loses hope and is disappointed and defeated and sad as she cycles home.","[12, 1, 0, 0, 0, 0]"
"Sad, confused, worried, let down, abond","[4, 0, 0, 0, 0, 0]"
She would have felt abandoned by her father. She probably felt disappointed and confused as well as upset that her father had left her. ,"[4, 0, 0, 0, 0, 0]"
"The girl admires her father and enjoys spending time with him. They ride their bikes everywhere together. When he father rows away in the boat, at first the girl is confused. She doesn't understand what is happening. She thinks he will come back but he doesn't. She tries to move on with her life. She pedals furiously over a great distance. Riding her bike is less enjoyable without her father. Everything seems to be uphill. She returns to the shore to wait for her father, but he never returns. She feels a sense of sadness and disappointment","[6, 3, 2, 0, 0, 0]"
"Presumably the female character feels a great deal of love for her father. She is happy riding her bike with him and innocent of the knowledge that he will be leaving her. When he stops cycling it seems odd and she is confused by her fathers actions. She watches him get into the boat and feels scared, lonely, abandoned, and distressed. She must be wondering where he is going and when he is coming back. She gets on her bike to cycle home alone and upset. But she returns to the same spot again evidently to await her fathers return. It appears as though she might return to where her father left her quite frequently in the hopes of seeing him again. This illustrates to me the sense of love she has towards this man and a sense of loss now that he has left. ","[11, 3, 2, 0, 0, 0]"
"From the female perspective I would imagine that in the beginning she is delighted and elated to be spending some quality time with her father. At the point where she is left on top of the hill for the first time her feelings may be those of confusion. When her father comes back to hug her, her thoughts are that everything is going to be alright and she is more reassured. When her father begins to row across the lake she is upset however also hopeful that he will return again. When she leaves the place, she is confused, alone and feels abandoned. When she returns to the point once more and sees that her father has not returned she is anxious, sad and alone.","[11, 1, 0, 0, 0, 0]"
"If i was the girl in this story, I would be feeling very confused.  You can tell that her dad loves her as he expresses some difficulty in saying goodbye when he runs up to her for one last hug.  She must be wondering why he had to leave her.  I think that she must feel abandoned in some way, especially when she returns the next day and he isn't there.  Its disappointing.","[3, 1, 0, 1, 0, 0]"
"If I were the daughter I would probably not have expected my father to leave. I was just having fun quality time with my dad and out of nowhere he left, without any explanation. I would have let him go without protesting because I didn't understand what he was doing yet, and felt abandoned, despaired and powerless while watching him leave. Coming back after would have been in hope of seeing him again because I don't know where he is, why he left, or where he went. I'm clinging on to hope but slowly realising that he is gone forever. / Alternatively, he told me he would leave, and I knew he had no choice. His goodbye looked like quite a happy embrace; maybe he promised he would come back! In that case my sadness would just have been a temporary ""I'm gonna miss you"" and coming back later could have been a set date at which he said he would return. But when I realised he wasn't coming back, maybe something happened to him, that's when the despair and feeling of abandonment came over me.","[11, 6, 0, 1, 0, 0]"
i think she would feel abandoned as her father had left her and confused as to why he did and why he didn't bring her along. she would also be upset he left and angry that he had stopped her from getting in the boat in the first place and resentful for that,"[5, 0, 0, 0, 0, 0]"
"At first she seems to be happy because she is enjoying time with her father. When she looks upon him, she probably thinks that he is a good father and that she is supposed to follow his example. Once they come to the top of the hill she puts her bike beside fathers bike, she wants to be a good child. Then the emotions probably change because father is walking down to the boat, he is leaving, she is sad. Daughter probably gets very joyful when he turns back and comes to hug her for the last time. She might be thinking how much she loves him. When he finally leaves, she can't even stand in one place, which might mean she is nervous, stressed, maybe she can't believe that he is actually leaving. Daughter then leaves feeling sad and gloomy. / She comes back another day, I believe that she has a hope that he will come back, but he is not there which makes her very disappointed. ","[12, 3, 0, 0, 0, 0]"
"She in awe of her father. She loves him. She is trusting. She is naive. She is then confused and alone. She is hopeful that he will return. She is disappointed, lost and depressed. ","[9, 1, 0, 0, 0, 0]"
"The girl is excited to accompany her father on an ""adventure"" on bikes. She seems to be close to her father and he is affectionate towards her, they hug and kiss. When they get off the bikes and her father starts to go down the hill, she seems to want to follow. She does not want him to leave. She watches after him as he rows away, she is sad that he is going and maybe does not understand why he is leaving her. She goes home with a heavy heart  and comes back in the hope that her father will have returned but is disappointed when he is not there. She was definitely expecting him to be back by now. She will have to go home alone again. I think is worried about her father and or just lonely.","[10, 2, 1, 1, 0, 0]"
"Feel abandoned, confused, let down, alone , worried ","[5, 0, 0, 0, 0, 0]"
"She is happy when she is cycling with her father. When he goes down the hill the first time I would guess that she is confused and doesnt really know what is going on. He comes back up and hugs her and picks her up, this probably made her happy and comforted her. But as he leaves again I think she is sad and recognises that he is leaving her but she doesn't think he wont come back, she waits for him, probably getting more and more anxious and confused and worried because her father still hasnt come back, she starts to panic and runs up and down the road. She leaves when it gets dark probably because she is tired and she doesnt want to wait there at night, she couldve also been angry at her father for leaving her there. In the next clip I'm unsure if it was just the day after or if she was older but anyway she comes back to the same spot, she could either be waiting for him to come back once more, maybe with some sort of hope that she'll see him or if she is older she may be coming back to remember her father after time has past.","[12, 6, 1, 0, 0, 0]"
"At first I don't think she knew what was going on, she appeared quite small suggesting she was very young and she needed assistance from her dad at points. She was relying on his guidance on their journey. When they stopped and he knelt down to her I think she would have felt upset at being bid goodbye. I don't think she would have still fully understood what was happening but she may have had a guy feeling that she was being abondoned and her father wasn't really coming back. As she watched him disappear in the rowing boat I think she'd have felt as though she was loosing her dad and she'd have felt helpless as it was out of her control. Her deciding to cycle off and then come back suggests she was living off some hope that he might return, as though what had happened wasn't real. This suggests she hadn't accepted his goodbye and that she wasn't told the full details of what was going on.","[4, 4, 0, 0, 0, 0]"
He was just cycling along with his little girl like a normal day. Happy music playing. All good. Then out of the blue he just gave her a hug and left on his boat? Okay then. Like what the hell??? He just left just like that? Forever? She came back again and again to see if he would return. Why would he do that? Just up off his bike. Cuddles. Gone. Just like that. This does not make me feel good. He just abandoned her forever. She probably feels so sad. That makes me sad. No explanation. Didn't say where he went. Didn't say when or if he will return. I feel so sorry for her. I don't really care if she is only a cartoon. The feelings are real.  / ,"[1, 0, 1, 0, 0, 0]"
"As previously mentioned, the expression on her face showed that she was feeling sad, but the she had hope. There is even a possibility of the daughter to continue coming back for some time.","[2, 0, 0, 0, 0, 0]"
"The female character initially feels happy, serene, calm and tranquil as she is having a fun time with her father. She feels safe and unthreatened. After the father leaves, she probably feels scared, worried, uncertain.She doesn't know if he is coming back. After she realizes the father is not returning, she probably feels abandoned, guilty for possibly doing something wrong and confused. ","[13, 2, 0, 0, 0, 0]"
"At the beginning of the story, the daughter appeared content to be cycling with her father. With him, she was comfortable and safe. However, once her father had left, the girl perhaps felt scared and alone as there was no one else with her.  She possibly felt sad and heart-broken at her father's departure, as the two characters appeared to have a close bond. The fact that the girl returned to the same place and stared out at the sea indicates that she longed for her father to return.","[9, 0, 0, 1, 0, 0]"
"At the beginning the girl was enjoying her time with her father, spending time with him cycling through the country side. She didn't want it to stop. Its clear she loves her father and has a close relationship based on the hug they share before they left. She was confused when he left her as he rowed away in the boat. why did he leave her? she felt abandoned and alone. She was hopeful he would return but this hope was crushed when he did not. She accepted his disappearance and cycled away.","[9, 1, 0, 1, 0, 0]"
"She obviously seems to adore her father as she seems to be anxious and upset when he left on the canoe. She was perhaps fearful of being alone.  She clearly feels a great deal of love for her father, it's portrayed through the affection they demonstrate in the clip.  I think she didn't want to be away from him or for him to leave her, maybe she was also concerned for his safety. This was shown when she started running back and forth the further distance he traveled.  I imagine she was searching for a way inside her mind to try and see him again as she got on the bike and started cycling. I think when she realized she was unable to reach him she was feeling a deep sense of hurt and loss. I believe towards the end of the story she still pictures him and wants to find her father someday. Even though he had to go I think the fact she tried to find him on the bike, shows that there is a part of her that hopes she'll see him again.","[12, 3, 2, 1, 0, 1]"
"She seems completely trusting of her father, she cycles almost in his shadow and follows him closely to their destination. As her father sets off she clearly expects him to return, as she waits for 2 days. I'd imagine the child feels in despair, lonely and completely vulnerable in the intimidating world depicted. ","[4, 1, 0, 0, 0, 0]"
She's happy to be spending time with her dad. She's sad when he says he has to go. She's excited when he runs back up the hill to her. Even more sad and disappointed when he turns and leaves again. She probably thought he had changed his mind. She was hopefully when she cycled back to see if he had returned. And sad and lonely when he had not.,"[8, 1, 1, 0, 1, 0]"
"At first she is feeling content, she loves spending quality time with her father. As the journey continues she feels their relationship is strong, she feels safe with him, he is reliable. She isn't worried about the future, she can enjoy the present. When she is told that he is leaving she immediately wants to go with him, he is her world. Even when she is told she cant she still tries her best. As she watches him sail away she is left with enormous feelings of confusion. ","[9, 0, 1, 1, 0, 0]"
"The daughter of the man was probably enjoying her day out with her father. She seemed to enjoy leading him at one point. When he stopped at the trees, she probably felt slightly confused as she did not stop with him, and had to turn back. Again, confusion would have dominated her thoughts as the man descended to the ocean. This would have been replaced by adoration, and perhaps a sense of ease, as her father picked her up. Once more however I think confusion would have dominated as she watched her father row away, with fear and/or loneliness growing. She left in the direction they had travelled from, probably to return home to safety, but returned in the hope of finding her father waiting for her. Her sense of loss and fear would have grown upon finding that he had not returned.","[12, 1, 1, 0, 1, 0]"
"Initially content. She is cycling with her father. She's probably happy. As her father leaves she is slightly upset. She keeps returning to where she last saw him, hoping to see him again. She becomes sadder each time. It eventually gets to the point where she is numb and feels upset no longer ","[7, 0, 0, 0, 0, 0]"
The girl must have felt very lonely as her father left and sailed away from her. This explains why she stayed standing watching him wondering when he would return. She must also have wondered if he would come back at all which would cause her to worry greatly. We know she loved her father as she stood long after he had sailed away and came back soon afterwards to see if he was coming back. By going back to the hill to see if she could see him she would have been excited and nervous in the hopes he'd be there. When he wasn't there it must have caused her to feel very disappointed and saddened that he wasn't home yet. ,"[8, 2, 1, 0, 0, 0]"
"I would imagine she starts off rather clueless as she happily cycles along her father and parks her bike enthusiastically. This first hug doesn't seem to affect her, then when he hugs her again I imagine she realizes he is going. When he rows off I bet she is confused, alone, and maybe afraid. However her intentions of returning up to that hill and searching for him shows kindness, hope, and a lot of sadness.","[8, 2, 1, 0, 0, 0]"
"I imagine the female character would've enjoyed cycling with the male figure (father). It's quality bonding time she would've enjoyed. She would've been happy, warm and relaxed when her father hugged her, but also simultaneously she wouldn't have wanted her father to go. It's clear that she missed her father as she goes back to the hilltop that overlooks the lake on which he rowed away, as of waiting for his return. / I imagine she would have felt a loss at her fathers absence. / Perhaps she returned to the lake in an effort to feel closer emotionally to her father.","[9, 1, 1, 0, 0, 0]"
I assume she was worried about what could happen to her dad. Scared because he left so suddenly. Sad because she clearly loved him as she kept checking back to the spot. Perhaps she was annoyed at herself and started to blame herself because of her dads sudden disappearance. Also she was probably confused about the whole thing. I think her intention was to be there for her dad when he returns. ,"[8, 0, 1, 0, 0, 0]"
"from the girls perspective i would have felt excited to be going on a trip with my father. it seemed like we were going on an adventure. I was curious to know what would happen. when we reached the seashore i was confused and slightly dissapointed. my father hugged me so i thought he would be back after awhile. i wanted to go with him but i couldnt. i cycled back. after that evening i visited the place again, desperately hoping for my father to come back, yet i was still confused as why he left.","[8, 2, 0, 0, 0, 0]"
She must feel sad and lonely. I assume she would feel despair at losing her loved ones. She may be thinking about why these things are happening and what it means. She may also be trying to think of ways she will cope and how to move on.,"[3, 2, 1, 0, 0, 0]"
"The female character in this film at the beginning seemed very excited to be taking this journey with her father.  I am unsure about her thoughts and feelings in the start. But possibly her emotional state would be in the same vein (e.g., excitement and joy). Her intentions on the bike ride to the hill were most likely to have fun and enjoy the day with her father.  / However, as she reached the hill, I think this might have change. She seemed to be unaware of either her father's intention to leave or the place he would leave from. As she went right past the place where her father stopped and had to turn around and come back. As her father was getting ready to depart, she seemed confused or unsure. After he had hugged her, I think she was still unsure or shocked. It was after he was rowing away, she got visibly anxious as the girl repositioned her body multiple times to get a better glimpse of him. On the ride back to her home she may have felt lonely or sad. The older version of the girl still seemed to struggle to either accept her father's absence or understanding his actions. She was still somewhat distressed at the end, but that may have been tempered with time passing.","[15, 3, 1, 0, 0, 1]"
She is happy at the simple element of spending time with her father. She is confused when he hugs her goodbye and rows away. She panics when he doesn't return.,"[3, 0, 0, 0, 0, 0]"
"Confused, sad, hopeful.","[3, 0, 0, 0, 0, 0]"
"A wonderful day spent being comfortable and happy/content, then suddenly without warning her father leaves. Well perhaps she did know. we don't know if she did or not.. So it's open to interpetation but one can assume she feels miserable, betrayed, neglected, disenchanted, so on so forth.","[6, 1, 0, 0, 0, 0]"
"I would imagine that the female character (who I assume is the man's daughter) is feeling confused more than anything by her father's initial departure. She displays naivety as she waits, anticipating his return. However, as the realisation dawns on her that her father may never return, I would imagine that she feels hurt, despair and rejection. It is difficult to imagine what she might be thinking. It's possible that she blames her father for leaving with no explanation. However, it is also possible that she may blame herself as she feels responsible for his possible reasons for leaving. Her thoughts are most likely running wild with the possibilities as to why he abandoned her, but more importantly when he would return. I imagine that her intention is to not give up on her father, and to consistently re-visit the scene where he left in hopes that he may return. ","[7, 6, 1, 0, 0, 0]"
"She is feeling sad, confused and abandoned.","[3, 0, 0, 0, 0, 0]"
"she seemed like a small girl with her cycling with her Dad and it felt like a nice scene, calm and possibly serene and quite normal. Then the Dad went down the hill on his own which I think was confusing for her. He then came back and picked her up and kissed her. I think she felt a lot of love for him but sensed something wasn't right. When he went back down the hill and got in the boat she looked lonely and probably was sad and confused. I felt she didnt know he was going to leave. She waited a long time because she probably was hopefull he would come back. After that dissappointment she cycled off. probably feeling abandoned and lonely.  The next scene shows her returnign to the scene where her father left. She looked bigger which gave the impression that time had lapsed and she had been returning to the scene hopefull for her Dads return for many years. She probably felt dissappointment everytime she came to the scene. And abandonment everytime she left. The overall feeling at the end of the scene was sadness and waiting and dissappointment. ","[12, 2, 0, 0, 0, 0]"
"At the beginning I imagine she is very happy to be in her father's company, it seems as if they are having quality time together that she's enjoying. When he departs in the boat, she I imagine she is feeling confused, frightened, lost and alone. She is probably wondering where her father is going, and why he is suddenly leaving her. She probably wonders why he doesn't take her with him. Her intention is probably to stay with him, but he seems to be saying goodbye to her. When she returns at a later stage and realises her father hasn't come back, she probably feels bewildered, abandoned and is grieving for the loss of her father. ","[9, 3, 1, 0, 0, 0]"
She cycled with her dad. He hugged her. He left. She was sad. She waited a long time and then had to cycle home alone. She came back and waited for him to return.,"[1, 1, 0, 0, 0, 0]"
"She is happy, secure and feels safe knowing her father is with her. She feels support and love as he helps her and stays at her pace of cycling. She knows he is there if she needs him. Then he leaves. She doesn't understand because she knows that he loves her. Alone, she doesn't know how to cope without his support. However, though clearly still wishing for his return, she does manage on her own and shows her capabilities.","[6, 5, 0, 1, 0, 0]"
"From the perspective of the daughter, I would imagine she is feeling sad, upset and angry. Sad and upset that her father is leaving and that she has to say goodbye to him. She would be feeling angry at whatever is taking her father away from her. At the end of the film, she cycles back to the dock with enthusiasm as she expects to see her father again. However when she sees her father isn't there, her feelings of sorrow and sadness return. She could also be feeling a sense of abandonment. ","[10, 1, 0, 0, 0, 0]"
"Judging by the video she seems disheartened but not distraught. I can imagine that she would be very sad that her father has left her for reasons are more than unlikely unknow to her. She is obviously missing him as she returns to see if he has come back. There is no sign of a mother figure so for all we know she could be alone and without parents now. She is probably suffering from abandonment issues, and has difficulty coming to terms with what has gone on. The father and her seem to have been close as they bonded over cycling and him leaving has left a hole in her life. She will probably intend to keep going back to that same spot to see if her father has come back yet or not.","[7, 2, 1, 1, 0, 0]"
"I think she is full of love for her father. She constantly watches him, mimicking his actions and behaviors. She seems to want to please him, always seeking his approval. The scene where there is a close up of the little girl's face is quite evocative. It is the only proper facial shot in the whole film. She appears upset, distressed, worried. She is full of sadness that her father has left. She, perhaps, does not know where or for how long. She watches her father row off into the distance and then paces back and forth on the hill. She is trying to spot him again; to make sure he is okay. However, she cannot see him. She is distressed and anxious. Coming back the next day, I assume she feels excited. She is anticipating her father's return. She cycles quickly, obviously racing to see if he has come home. She is exhilarated by the hope that he has come to see her again. Arriving on the hill, I imagine she is quite upset and disheartened. She was so eager to get there to see her father. But he has not returned.  She leaves again, feeling, I think, very upset and saddened, but possible also filled with hope that tomorrow he will be there and she will visit again.","[16, 3, 4, 0, 1, 0]"
"She appears happy-go-lucky intially, followed by understanding on what/where her father must go. She returns later in a more anxious state.","[2, 1, 0, 0, 0, 0]"
"She would initially have been happy safe content, cycing with her father. She would have been frightened when she realised he had stopped and then turned around. She would have again felt safe giving him a hug. Then confused as he descended the bank. She would have been elated when he picked her up and gave her a big hug but also worried because of the rushed body language of her father. Then as he left without her fear and anxiety. On returning she would have felt lonely.","[11, 1, 0, 0, 0, 0]"
The girl is surely happy in the beginning as she cycles alongside her father. She then becomes confused as they stop by the trees. She surely feels loved as her father hugs her dramatically for the second time in quick succession. After time passes and her father hasn't returned worry must fill her head since he has not returned. She then might doubt that he will return so she leaves. She possibly feels hopeful when she returns to the hill at a later time. This is surely followed by hopelessness seeing that the bike remains unmoved.  ,"[6, 1, 0, 0, 0, 0]"
"She is energetic at first, often cycling ahead of her father. She looks to him often in the clip. Her actions are excited though her face shows no emotion. She settles into quiet as her father begins to leave, confused perhaps. As she realises her father is rowing further and further away, she becomes agitated. Her face appears sad. She is alone. She returns hopeful to the place in which he left her. She is bitterly disappointed that he is not there.","[6, 0, 0, 0, 0, 0]"
"It is unclear whether she knew that the man was leaving, and their relationship is also unclear. He appears to be her carer, and so she seems to be sad about him leaving. The close-up camera shots of her eyes indicate her longing for his return.","[2, 1, 0, 0, 0, 0]"
"I feel protected in the beginning, with the knowledge that my father is by my side through this long journey. I begin to notice his degradation in activities he used to develop in, leaving me concerned for his future and well being. We reach the end that both of us were very much aware for a while, and though I know it's not possible, I want him to stay. As he inevitably leaves, I cling onto whatever is left of him, refusing he has gone. I leave his bicycle there with the intention of giving him more of a reason to come back. However in the end I revisit his leaving place, finally reaching a point of closure and acceptance for what has happened, and I move along with the intention of sharing his legacy through the type of knowledge he taught me. ","[3, 6, 2, 0, 2, 0]"
